# Frecuencia de muestreo: 5000
0.0	0
0.0002000391542678152	0
0.0004000783085356304	0
0.0006001174628034456	0
0.0008001566170712608	-1
0.001000195771339076	-1
0.0012002349256068912	-1
0.0014002740798747064	-1
0.0016003132341425217	0
0.001800352388410337	-2
0.002000391542678152	-3
0.0022004306969459673	0
0.0024004698512137823	-3
0.002600509005481598	0
0.002800548159749413	-1
0.0030005873140172283	-1
0.0032006264682850434	0
0.0034006656225528584	2
0.003600704776820674	-4
0.003800743931088489	2
0.004000783085356304	-1
0.004200822239624119	1
0.0044008613938919345	5
0.00460090054815975	7
0.004800939702427565	-1
0.00500097885669538	9
0.005201018010963196	5
0.005401057165231011	6
0.005601096319498826	1
0.005801135473766641	8
0.006001174628034457	0
0.006201213782302271	7
0.006401252936570087	9
0.006601292090837902	8
0.006801331245105717	4
0.007001370399373532	5
0.007201409553641348	3
0.007401448707909162	-5
0.007601487862176978	-6
0.007801527016444793	-3
0.008001566170712609	-11
0.008201605324980423	-6
0.008401644479248238	1
0.008601683633516054	-12
0.008801722787783869	-7
0.009001761942051684	6
0.0092018010963195	-9
0.009401840250587315	14
0.00960187940485513	5
0.009801918559122946	7
0.01000195771339076	2
0.010201996867658577	11
0.010402036021926391	7
0.010602075176194206	11
0.010802114330462022	11
0.011002153484729837	0
0.011202192638997651	4
0.011402231793265468	9
0.011602270947533282	-1
0.011802310101801097	-12
0.012002349256068913	-3
0.012202388410336728	-1
0.012402427564604543	-13
0.012602466718872359	-15
0.012802505873140173	-9
0.013002545027407988	-13
0.013202584181675804	-5
0.013402623335943619	-10
0.013602662490211434	-7
0.01380270164447925	-20
0.014002740798747065	11
0.01420277995301488	-10
0.014402819107282696	10
0.01460285826155051	17
0.014802897415818325	-1
0.015002936570086141	8
0.015202975724353956	17
0.01540301487862177	3
0.015603054032889587	12
0.0158030931871574	10
0.016003132341425218	-6
0.01620317149569303	-10
0.016403210649960847	-9
0.016603249804228663	-18
0.016803288958496476	-21
0.017003328112764293	-18
0.01720336726703211	-3
0.017403406421299922	-20
0.017603445575567738	-4
0.017803484729835554	-17
0.018003523884103367	-16
0.018203563038371184	-28
0.018403602192639	2
0.018603641346906813	-24
0.01880368050117463	-20
0.019003719655442446	-4
0.01920375880971026	4
0.019403797963978075	-9
0.01960383711824589	15
0.019803876272513708	-14
0.02000391542678152	-3
0.020203954581049337	3
0.020403993735317153	5
0.020604032889584966	-3
0.020804072043852782	18
0.0210041111981206	-6
0.02120415035238841	20
0.021404189506656228	8
0.021604228660924044	1
0.021804267815191857	13
0.022004306969459674	15
0.02220434612372749	8
0.022404385277995303	4
0.02260442443226312	4
0.022804463586530935	-7
0.02300450274079875	-9
0.023204541895066565	-5
0.02340458104933438	-14
0.023604620203602194	-3
0.02380465935787001	-3
0.024004698512137827	-22
0.02420473766640564	-19
0.024404776820673456	-12
0.024604815974941272	-23
0.024804855129209085	-24
0.0250048942834769	3
0.025204933437744718	-6
0.02540497259201253	-22
0.025605011746280347	1
0.025805050900548163	-13
0.026005090054815976	-3
0.026205129209083793	-11
0.02640516836335161	-18
0.026605207517619422	6
